c:\scripts\pestudio\tmp\pulllocalsecpol\dropper\security templates\gpopack.wsf,n/a,Not in VirusTotal,2,07EB2B5F582A49984AAD93D5060A4FF8,B5974C278D343D58380EF96A6F2DF78FB8793A4F,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\hashwifipassword.exe,executable,The file is scored (0/60) by virustotal,7,1018BBF8ADA2DC3799B367012A6B318D,95C3823A14805D66A7769E03FE56FAA8C06849C5,0,The file is scored (0/60) by virustotal,2
,,,,,,,The file expects the .NET runtime,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file opts for Address Space Layout Randomization (ASLR),5
,,,,,,,The manifest identity name is "MyApplication.app",7
,,,,,,,The debug symbols file name is "hashwifipassword.pdb",9
,,,,,,,The file does not reference a Certificate,7
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\good output config files\ipv6.dat,n/a,Not in VirusTotal,1,D0A51C7B2480C624E0F55C3E07ED99A2,7D8A7A6591F0E493556557B0F1AD9CDEA8450EFE,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\killbroswersremote.bat,n/a,Not in VirusTotal,1,3CDC9729A660C87A8708103775DE9764,4B815BA27CE07EE79BBD490260F7DD4F155D5CCE,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\dropper\localgpo.wsf,n/a,Not in VirusTotal,2,6362A528434E14C03952B8797973A974,4E6971AAF1A39D1AA5434B9984DE73146E452B94,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\good output config files\goodconfig.inf,n/a,Not in VirusTotal,1,8B118EB0FA4865D90AB641CB3FA68DF4,BD15B2EDC89A6562EFECDBBEB1880B71FDCBD531,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\dropper\security templates\gpopack.wsf,n/a,Not in VirusTotal,2,07EB2B5F582A49984AAD93D5060A4FF8,B5974C278D343D58380EF96A6F2DF78FB8793A4F,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\hashwifipassword.exe,executable,The file is scored (0/60) by virustotal,7,1018BBF8ADA2DC3799B367012A6B318D,95C3823A14805D66A7769E03FE56FAA8C06849C5,0,The file is scored (0/60) by virustotal,2
,,,,,,,The file expects the .NET runtime,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file opts for Address Space Layout Randomization (ASLR),5
,,,,,,,The manifest identity name is "MyApplication.app",7
,,,,,,,The debug symbols file name is "hashwifipassword.pdb",9
,,,,,,,The file does not reference a Certificate,7
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\good output config files\ipv6.dat,n/a,Not in VirusTotal,1,D0A51C7B2480C624E0F55C3E07ED99A2,7D8A7A6591F0E493556557B0F1AD9CDEA8450EFE,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\killbroswersremote.bat,n/a,Not in VirusTotal,1,3CDC9729A660C87A8708103775DE9764,4B815BA27CE07EE79BBD490260F7DD4F155D5CCE,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\dropper\localgpo.wsf,n/a,Not in VirusTotal,2,6362A528434E14C03952B8797973A974,4E6971AAF1A39D1AA5434B9984DE73146E452B94,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\pulllocalsecpol\dropper\security templates\localpol.exe,executable,Not in VirusTotal,11,19F431C983DDFB5086E08D67E15A4DA0,AA16B38C2370812E7F3CE039341FC91BB4D05ED0,0,The file modifies the Registry,1
,,,,,,,The file references the environment variables,2
,,,,,,,The file installs an Exception Handler,2
,,,,,,,The file is a fake Microsoft executable,1
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file opts for Address Space Layout Randomization (ASLR),5
,,,,,,,The debug symbols file name is "localpol.pdb",9
,,,,,,,The file opts for cookies on the stack (GS),5
,,,,,,,The file is digitally signed,5
,,,,,,,The file imports blacklisted function(s),1
,,,,,,,The file references a URL (http://www.microsoft.com0),1
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pingsweep.bat,n/a,Not in VirusTotal,2,493BA4ABFBAA86D0DB3F2B88916F3080,CF20264D76FD050815A568A4FCA30AB91D52750D,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pingsweep.bat,n/a,Not in VirusTotal,2,493BA4ABFBAA86D0DB3F2B88916F3080,CF20264D76FD050815A568A4FCA30AB91D52750D,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\prepuseraccountreviewmonthly.bat,n/a,Not in VirusTotal,1,042287858967D8016CA01BA213933187,BC7740D0BA7F12490F59038172B34B4D189C9078,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pingsweep.bat,n/a,Not in VirusTotal,2,493BA4ABFBAA86D0DB3F2B88916F3080,CF20264D76FD050815A568A4FCA30AB91D52750D,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\prepuseraccountreviewmonthly.bat,n/a,Not in VirusTotal,1,042287858967D8016CA01BA213933187,BC7740D0BA7F12490F59038172B34B4D189C9078,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\program.cs,n/a,Not in VirusTotal,1,DB850278B167FB92F7EA5184351D300C,D139E4EE08D7D442C2D72C08F0A05F1CC2D552F6,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pingsweep.bat,n/a,Not in VirusTotal,2,493BA4ABFBAA86D0DB3F2B88916F3080,CF20264D76FD050815A568A4FCA30AB91D52750D,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\prepuseraccountreviewmonthly.bat,n/a,Not in VirusTotal,1,042287858967D8016CA01BA213933187,BC7740D0BA7F12490F59038172B34B4D189C9078,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\program.cs,n/a,Not in VirusTotal,1,DB850278B167FB92F7EA5184351D300C,D139E4EE08D7D442C2D72C08F0A05F1CC2D552F6,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\psexec.exe,executable,Not in VirusTotal,21,D0DF366711C8B296680002840336B6FD,9A46E577206D306D9D2B2AB2F72689E4F5F38FB1,0,The file references the Remote Desktop Session Host Server,2
,,,,,,,The file references the Windows Native API,2
,,,,,,,The file modifies the Registry,1
,,,,,,,The file references the Service Control Manager (SCM),2
,,,,,,,The file references the Windows Socket (winsock) library,2
,,,,,,,The file references other process(es),2
,,,,,,,The file references the Multiple Provider Router (MPR) API,2
,,,,,,,The file references the Event Log,2
,,,,,,,The file references Pipes,2
,,,,,,,The file references the environment variables,2
,,,,,,,The file installs an Exception Handler,2
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file ignores Data Execution Prevention (DEP),8
,,,,,,,The file ignores Address Space Layout Randomization (ASLR),8
,,,,,,,The file embeds another file (type: executable, location: PSEXESVC),1
,,,,,,,The debug symbols file name is "psexec.pdb",9
,,,,,,,The file opts for cookies on the stack (GS),5
,,,,,,,The file is digitally signed,5
,,,,,,,The file references blacklisted library(ies),1
,,,,,,,The file imports blacklisted function(s),1
,,,,,,,The file references Windows built-in privilege(s),1
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pingsweep.bat,n/a,Not in VirusTotal,2,493BA4ABFBAA86D0DB3F2B88916F3080,CF20264D76FD050815A568A4FCA30AB91D52750D,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\prepuseraccountreviewmonthly.bat,n/a,Not in VirusTotal,1,042287858967D8016CA01BA213933187,BC7740D0BA7F12490F59038172B34B4D189C9078,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\program.cs,n/a,Not in VirusTotal,1,DB850278B167FB92F7EA5184351D300C,D139E4EE08D7D442C2D72C08F0A05F1CC2D552F6,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\psexec.exe,executable,Not in VirusTotal,21,D0DF366711C8B296680002840336B6FD,9A46E577206D306D9D2B2AB2F72689E4F5F38FB1,0,The file references the Remote Desktop Session Host Server,2
,,,,,,,The file references the Windows Native API,2
,,,,,,,The file modifies the Registry,1
,,,,,,,The file references the Service Control Manager (SCM),2
,,,,,,,The file references the Windows Socket (winsock) library,2
,,,,,,,The file references other process(es),2
,,,,,,,The file references the Multiple Provider Router (MPR) API,2
,,,,,,,The file references the Event Log,2
,,,,,,,The file references Pipes,2
,,,,,,,The file references the environment variables,2
,,,,,,,The file installs an Exception Handler,2
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file ignores Data Execution Prevention (DEP),8
,,,,,,,The file ignores Address Space Layout Randomization (ASLR),8
,,,,,,,The file embeds another file (type: executable, location: PSEXESVC),1
,,,,,,,The debug symbols file name is "psexec.pdb",9
,,,,,,,The file opts for cookies on the stack (GS),5
,,,,,,,The file is digitally signed,5
,,,,,,,The file references blacklisted library(ies),1
,,,,,,,The file imports blacklisted function(s),1
,,,,,,,The file references Windows built-in privilege(s),1
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\good output config files\rdp.dat,n/a,The file is scored (0/51) by virustotal,2,C7FF6B0760A3AC9958987957644F9F2B,372BC65A53815F8BA7013755E57F19C818B3995C,0,The file is scored (0/51) by virustotal,2
,,,,,,,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\machine.cs,n/a,Not in VirusTotal,1,AEE3C170C53CDF455ABD9F4ECB0DBF71,81AB05AB370CCB78C62A42FE0CACAEFEAB37162D,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\monthlyaccountaudit.bat,n/a,Not in VirusTotal,1,1010D10D3062E5FFD11BCEA453B54ED9,F931FD6AB8BC397DDA58ECB76277C91B7CC188FD,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\national lottery.doc,n/a,Not in VirusTotal,4,2F4ECECC41350E74F4A022AC2BFEFAEA,A0EC44EEDDE08F5DE12417DAC5DB1FA05806EC49,0,The file references Microsoft Office,1
,,,,,,,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
,,,,,,,The file references a URL (http://www.national-lottery.com/images/template/banner-uk.gif),1
c:\scripts\pestudio\tmp\opendailypmcsexcel.bat,n/a,Not in VirusTotal,1,53DDD817A185F0F2B5C0F5A1FF542C7B,9276070E40BD466B8F06640004DE7621660B6F11,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\opendevicechecklist.ps1,n/a,Not in VirusTotal,1,C89FA63C30D83648166D9E6835B6F659,84413C5079D06E54AA3256B0B49B3B6BF6D2A35C,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pingsweep.bat,n/a,Not in VirusTotal,2,493BA4ABFBAA86D0DB3F2B88916F3080,CF20264D76FD050815A568A4FCA30AB91D52750D,0,The file is not an executable file,9
,,,,,,,The file references blacklisted string(s),1
c:\scripts\pestudio\tmp\prepuseraccountreviewmonthly.bat,n/a,Not in VirusTotal,1,042287858967D8016CA01BA213933187,BC7740D0BA7F12490F59038172B34B4D189C9078,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\whitegloveconfigcheck\whitegloveconfigcheck\program.cs,n/a,Not in VirusTotal,1,DB850278B167FB92F7EA5184351D300C,D139E4EE08D7D442C2D72C08F0A05F1CC2D552F6,0,The file is not an executable file,9
c:\scripts\pestudio\tmp\pulllocalsecpol\psexec.exe,executable,Not in VirusTotal,21,D0DF366711C8B296680002840336B6FD,9A46E577206D306D9D2B2AB2F72689E4F5F38FB1,0,The file references the Remote Desktop Session Host Server,2
,,,,,,,The file references the Windows Native API,2
